de_sign,dec_rad,ded,dem,des,dm,glat,glon,hd_cat_num,hrn,n_spectral_type,n_vmag,name,ra_rad,rah,ram,ras,spectral_type,u_vmag,vmag,x,y,z
-,-0.2681989283897953,9.0,25.0,28.0,BD-08 2725,30.55,244.0,83373,3832,,,34    Hya,2.521382631688392,9.0,37.0,51.5,A1V,,6.4,-0.784664401641382,0.5604278088492158,-0.2649951846076428
-,-0.6052656401812002,32.0,10.0,43.0,CD-31 7458,14.81,261.91,83380,3833,,,,2.5183573943182678,9.0,37.0,9.9,K0III,,5.63,-0.6677443936234462,0.47997766957528065,-0.5689805457953189
+,0.239764605992721,4.0,38.0,57.0,BD+05 2207,38.88,230.16,83425,3834,,,,2.52398608115595,9.0,38.0,27.3,K3III,,4.68,-0.7919451878395835,0.5625201611900449,0.237473972705332
-,-0.6534076387153771,36.0,5.0,45.0,CD-35 5833,12.0,264.72,83441,3835,,,,2.51969548007813,9.0,37.0,28.3,K2III,,5.98,-0.6453568417723181,0.4625769364616969,-0.6078956527491955
-,-0.9482228381980861,49.0,21.0,19.0,CD-48 4836,2.12,273.64,83446,3836,,,,2.5168811366592894,9.0,36.0,49.6,A5IV-V,,4.35,-0.472993498829157,0.3410500146713514,-0.8123804758596943
-,-1.1547534663507484,52.0,56.0,39.0,CP-52 2612,-0.56,276.03,83465,3837,,,,2.5166411538871403,9.0,36.0,46.3,K0III,,6.19,-0.32775738734450366,0.23644768523108917,-0.9146953521200185
+,1.2664545384783854,69.0,14.0,15.0,BD+69  531,39.82,142.76,83489,3838,,,,2.540530348023813,9.0,42.0,14.8,gG9,,5.69,-0.2471445400604694,0.16946638178571655,0.9540444024062804
+,1.3227414068552024,72.0,15.0,9.0,BD+72  466,38.23,139.45,83506,3839,,,27    UMa,2.5436137630356694,9.0,42.0,57.2,K0III,,5.17,-0.2029152490905418,0.13822055644411718,0.9693918090549363
-,-1.1000664831215927,53.0,40.0,7.0,CP-53 2646,-1.05,276.56,83520,3840,,,,2.5185319272434676,9.0,37.0,12.3,A2-3V,,5.45,-0.36831559495022187,0.2646494192803101,-0.8912375145779372
-,-1.3658655837898959,64.0,57.0,2.0,CP-64 1049,-9.5,284.08,83523,3841,,,,2.5136450053378834,9.0,36.0,5.1,A2V,,6.56,-0.16467878597451793,0.11955285005598379,-0.979075080621221
-,-0.8005243502480658,43.0,11.0,28.0,CD-42 5462,6.84,269.65,83548,3842,,,,2.522109852210056,9.0,38.0,1.5,G8II,,5.5,-0.5669375452810234,0.40429931988274137,-0.7177213106025767
+,1.3966270118562958,78.0,8.0,5.0,BD+78  317,34.91,133.41,83550,3843,,,,2.554783870248433,9.0,45.0,30.8,K2III,,6.23,-0.14430071411106593,0.09595184068349526,0.9848708281680829
-,-0.8414668656177662,39.0,36.0,51.0,CD-39 5697,9.58,267.32,83610,3844,,,,2.52496055665498,9.0,38.0,40.7,F5,,6.7,-0.5436449588912585,0.385355538891023,-0.7456213967679113
-,-0.05483242733348852,1.0,8.0,34.0,BD-00 2231,35.98,236.49,83618,3845,,,35Iot Hya,2.5301020057431467,9.0,39.0,51.4,K2.5III-IIIbBa0.3,,3.91,-0.8175625824904451,0.5732258199185316,-0.054804954979285225
-,-0.32383129829711454,10.0,34.0,13.0,BD-09 2898,30.18,245.37,83650,3846,,,37    Hya,2.529811117534481,9.0,39.0,47.4,A0Vn,,6.31,-0.7760766125374825,0.5444751464891148,-0.31820104702530944
+,1.414589358741404,79.0,8.0,12.0,BD+79  319,34.35,132.39,83727,3847,,,,2.5625796742406743,9.0,47.0,18.0,F0V:,,6.17,-0.13021466043816976,0.08512896256417725,0.9878244793179196
-,-0.3759002876482788,10.0,46.0,9.0,BD-10 2888,30.16,245.65,83731,3848,,,,2.532189128640323,9.0,40.0,20.1,A2V,,6.37,-0.76273584645778,0.5324135603963079,-0.3671101050563181
-,-0.3313216696702569,14.0,19.0,56.0,BD-13 2917,27.81,248.71,83754,3849,,,38Kap Hya,2.5320655011516404,9.0,40.0,18.4,B5V,,5.06,-0.77532607752604,0.5413445042547017,-0.32529310048218996
+,0.613846842336839,31.0,16.0,41.0,BD+31 2026,48.68,195.43,83787,3850,,,,2.537650554758022,9.0,41.0,35.2,K6III,,5.89,-0.6728361284872618,0.46421632944721364,0.5760162703230083
+,0.8790641665878107,39.0,45.0,28.0,BD+40 2241,49.03,182.53,83805,3851,,,43    Lyn,2.5394758782673996,9.0,42.0,0.3,G8III,,5.62,-0.5256950244979862,0.361283294348846,0.7701422741562151
+,0.39066286423806407,9.0,53.0,32.0,BD+10 2044,42.06,224.6,83808,3852,,,14Omi Leo,2.5357452369912616,9.0,41.0,9.0,F6II+A1-5V,,3.52,-0.7600862555959055,0.5265540447598845,0.3808014206922045
+,0.6752969764174728,25.0,54.0,46.0,BD+26 1991,47.78,203.37,83821,3853,,,13    Leo,2.537890537530171,9.0,41.0,38.5,gK2,,6.24,-0.6425560668433508,0.4430973463967226,0.6251291407213283
+,0.9506226659195781,48.0,25.0,52.0,BD+49 1868,47.95,169.53,83869,3854,,,,2.5425883821001225,9.0,42.0,43.1,A1V,,6.39,-0.47999217362708224,0.3276791517727422,0.8137775413159576
+,1.0376709623627953,54.0,21.0,49.0,BD+55 1345,46.36,161.12,83886,3855,,,,2.5443264391469,9.0,43.0,7.0,A5m,,6.47,-0.42024115585485966,0.28581902714362784,0.8612228832587077
-,-1.1505355873250953,61.0,19.0,41.0,CP-60 1477,-6.57,281.89,83944,3856,,,,2.527891255357287,9.0,39.0,21.0,B9IV-V,,4.52,-0.33354776296365485,0.23496527429023767,-0.9129825900309682
+,0.635299847725936,35.0,5.0,36.0,BD+35 2042,49.21,189.66,83951,3857,,,13    LMi,2.5425592932792562,9.0,42.0,42.7,F3V,,6.14,-0.6647465224706433,0.4538348663172653,0.5934188866037015
-,-0.5563236990731926,23.0,35.0,30.0,BD-22 2684,21.6,256.29,83953,3858,v,,,2.536327013408593,9.0,41.0,17.0,B6Ve,,4.77,-0.6983422483648308,0.4831795207355684,-0.528067850650368
+,1.3745922300498674,64.0,59.0,2.0,BD+65  731,42.17,147.47,83962,3859,,R,,2.550849607226229,9.0,44.0,36.7,F3Vn,,6.17,-0.161909313252936,0.10858162147332655,0.9808136447665203
-,-1.6427184363874963,80.0,56.0,29.0,CP-80  365,-21.04,295.57,83979,3860,,,Zet Cha,2.5040529666571314,9.0,33.0,53.2,B5V,,5.11,0.057744105491681755,-0.04277259668284733,-0.9974147197901042
+,0.7612544420781935,29.0,58.0,28.0,BD+30 1901,48.93,197.47,84107,3861,,,15    Leo,2.5462390291188775,9.0,43.0,33.3,A2IV,,5.64,-0.5994121506345775,0.406004203825849,0.6898301676118326
-,-0.6411176118992504,23.0,54.0,56.0,CD-23 8646,21.53,256.7,84117,3862,,,,2.540501259202946,9.0,42.0,14.4,F9IV,,4.94,-0.6609526543896214,0.45324181880583697,-0.5980914999737837
-,-1.2523464603580978,57.0,59.0,1.0,CP-57 2228,-3.95,279.79,84121,3863,,,,2.5338181026088513,9.0,40.0,42.5,A3IV,,5.32,-0.25702600903846395,0.1787902343159993,-0.9497218976052882
-,-1.0628327924123802,57.0,15.0,35.0,CP-56 2435,-3.38,279.35,84152,3864,,,,2.5352507270365296,9.0,41.0,2.2,K0-1III,,5.8,-0.3996925356198448,0.27718186800146544,-0.8737368534181199
+,1.270599695451872,63.0,39.0,12.0,BD+64  752,42.93,148.96,84179,3865,,,28    UMa,2.556572832731727,9.0,45.0,55.4,F2V,,6.34,-0.2465321386233825,0.1632946890950032,0.9552783621223436
+,0.2500184153481877,14.0,1.0,18.0,BD+14 2136,44.44,219.89,84194,3866,,,16Psi Leo,2.5470098828718415,9.0,43.0,43.9,M2IIIab,,5.35,-0.8026261139316202,0.5427465090577556,0.24742180207218067
-,-0.7422012644105885,35.0,30.0,6.0,CD-34 6097,13.16,265.1,84224,3867,,,,2.5424647546114394,9.0,42.0,41.4,ApSi,,6.41,-0.6086205697189154,0.41560099255654404,-0.6759118412197246
-,-1.0159997908171992,55.0,12.0,51.0,CP-54 2594,-1.77,278.08,84228,3868,,,,2.538566852615319,9.0,41.0,47.8,B4V,,6.0,-0.43386036944472267,0.29875106260903656,-0.8500076366805538
+,0.5402521255444114,18.0,51.0,49.0,BD+19 2251,46.44,213.6,84252,3869,,R,,2.550362369476714,9.0,44.0,30.0,K0,,6.5,-0.7120097626538235,0.4779998806785043,0.5143522255779415
+,1.0283625396854923,57.0,7.0,41.0,BD+57 1231,45.82,157.15,84335,3870,,,,2.5592126432253686,9.0,46.0,31.7,M3IIIab,,5.2,-0.4311258459509784,0.2839288709420673,0.8564548448100554
-,-0.6726789825394812,27.0,46.0,10.0,CD-27 6881,19.06,259.89,84367,3871,,,The Ant,2.549060644742935,9.0,44.0,12.1,A8V+F7II-III,,4.79,-0.6488206971545568,0.4368049101069592,-0.6230836006912125
-,-0.9498954453979137,51.0,13.0,42.0,CD-50 4420,1.41,275.67,84400,3872,,,,2.545817241216312,9.0,43.0,27.5,B6V,,6.15,-0.48153740966347813,0.3264596195938028,-0.8133546826995325
+,0.6041020873465374,23.0,46.0,27.0,BD+24 2129,48.21,206.82,84441,3873,,,17Eps Leo,2.5562601279074113,9.0,45.0,51.1,G1II,,2.98,-0.6860042787484665,0.4546951138099922,0.5680233120357954
-,-0.8301949475319693,39.0,34.0,16.0,CD-38 5850,10.32,268.11,84447,3874,,,,2.5493297163359507,9.0,44.0,15.8,F2-3V,,6.82,-0.5598112452745232,0.37666230521238975,-0.73806292245057
-,-1.1584622910112363,53.0,53.0,30.0,CP-53 2788,-0.59,277.43,84461,3875,,,,2.5468862553831584,9.0,43.0,42.2,A0IV,,5.56,-0.33194548002375046,0.2245257791999194,-0.916187957117136
+,0.29023371019622374,6.0,42.0,31.0,BD+07 2181,41.59,229.14,84542,3876,,,,2.557634574693357,9.0,46.0,10.0,M1.5IIIab,,5.79,-0.7993946131887061,0.5282721390508522,0.2861761686575527
+,0.40404372183668724,11.0,48.0,36.0,BD+12 2090,44.08,223.07,84561,3877,,,18    Leo,2.5586017779871706,9.0,46.0,23.3,gK4,,5.63,-0.7675991180610586,0.5061944285453113,0.39313966279373386
-,-0.5766858736797931,30.0,12.0,10.0,CD-29 7758,17.45,261.83,84567,3878,,,,2.554129371778935,9.0,45.0,21.8,B0.5IIIn,,6.45,-0.6977370342795626,0.46461466685857894,-0.5452487893931102
+,0.22311125604660847,1.0,47.0,8.0,BD+02 2246,38.99,234.63,84607,3879,,,,2.5586235946028206,9.0,46.0,23.6,F4IV,,5.65,-0.8141395065553672,0.5368600743222532,0.22126482880134396
+,0.34077553645189285,11.0,34.0,6.0,BD+12 2095,44.2,223.53,84722,3880,,,19    Leo,2.5631541784527894,9.0,47.0,25.9,A7Vn,,6.45,-0.7891680752037535,0.515278554825526,0.3342181323867994
+,0.8083783318820403,46.0,1.0,16.0,BD+46 1551,49.43,172.78,84737,3881,,,,2.568208361078356,9.0,48.0,35.4,G0.5Va,,5.09,-0.580212813912196,0.3746745409054808,0.7231680848664152
+,0.3042690662643448,11.0,25.0,44.0,BD+12 2096,44.16,223.72,84748,3882,v,,,2.563706866049254,9.0,47.0,33.5,M8IIIe,,6.02,-0.7991443692172168,0.5211627156332351,0.29959589613712745
-,-1.0434160044839433,57.0,11.0,8.0,CP-56 2499,-2.92,279.78,84809,3883,,,,2.5554892741544473,9.0,45.0,40.5,B8III-IV,,6.46,-0.4192765013027756,0.2783689094830225,-0.8641284428188534
-,-1.2150400475967191,62.0,30.0,28.0,CP-61 1333,-7.0,283.2,84810,3884,v,,,2.55362031741377,9.0,45.0,14.8,G5Iab-Ib,,3.69,-0.28980845612823225,0.19319296738305033,-0.9373833453343953
+,1.2897983172238094,65.0,35.0,36.0,BD+66  637,42.38,146.34,84812,3885,,,,2.5760841593279804,9.0,50.0,23.7,A9Vn,,6.31,-0.2341412640902653,0.1485977300850545,0.9607791541575941
-,-0.9656034086658629,44.0,45.0,18.0,CD-44 5846,6.67,271.85,84816,3886,,,,2.559118104557552,9.0,46.0,30.4,B2.5IV,,5.55,-0.4751079742917386,0.31295881929933905,-0.8223923578117468
-,-1.2202033133005357,58.0,47.0,39.0,CP-58 1640,-4.12,280.84,84850,3887,,,,2.556572832731727,9.0,45.0,55.4,F5IV,,6.22,-0.286338665048217,0.18966120825470378,-0.9391692046600394
+,1.039852623927788,59.0,2.0,19.0,BD+59 1268,45.58,154.31,84999,3888,,,29Ups UMa,2.578680336590322,9.0,50.0,59.4,F2IV,,3.8,-0.4282202510455776,0.27021298066974175,0.86232961312484
+,0.4134975886183233,21.0,10.0,46.0,BD+21 2113,48.37,210.95,85040,3889,,,20    Leo,2.5736406983751885,9.0,49.0,50.1,A7IVn,,6.09,-0.7719568691402242,0.49257245526922805,0.4018145946792713
-,-1.1532990253074196,65.0,4.0,19.0,CP-64 1084,-8.82,285.04,85123,3890,,,Ups Car,2.561714281819894,9.0,47.0,6.1,A6Ib,,3.01,-0.33919087434519507,0.22216819988015457,-0.9141065811616027
-,-1.1534444694117525,65.0,4.0,21.0,CP-64 1084,-8.82,285.04,85124,3891,,,Ups Car,2.5617579150511935,9.0,47.0,6.7,B7III,,6.26,-0.3390893434207094,0.22208055514814282,-0.9141655452945079
-,-0.6945683202415768,37.0,11.0,11.0,CD-36 5955,12.79,267.3,85206,3892,,,,2.572040813227527,9.0,49.0,28.1,K1III,,5.97,-0.6470435855511363,0.41432559346882264,-0.6400538266379143
+,0.1597703486096476,4.0,20.0,37.0,BD+05 2240,41.26,232.58,85217,3893,,,4    Sex,2.5765495804618457,9.0,50.0,30.1,F7Vn,,6.24,-0.8338090200027921,0.5286325924365801,0.1590914842968157
+,0.9593493121795497,54.0,3.0,52.0,BD+54 1331,47.7,160.87,85235,3894,,,30Phi UMa,2.5835527140854726,9.0,52.0,6.4,A3IV,,4.59,-0.4869660003055807,0.30397508043905863,0.8188182124369566
-,-1.085231184479641,56.0,24.0,43.0,CP-55 2548,-2.06,279.6,85250,3895,,,,2.5685428825183214,9.0,48.0,40.0,K0III,,6.06,-0.39215221947677675,0.25304787975895426,-0.8844113337745824
+,0.24420065117487327,13.0,3.0,58.0,BD+13 2164,45.65,222.18,85268,3896,,,23    Leo,2.5788694139259545,9.0,51.0,2.0,M0III,,6.46,-0.820711139941797,0.5176632924952604,0.2417807692485127
-,-0.6986407551628969,36.0,16.0,7.0,CD-35 5961,13.54,266.74,85296,3897,,,,2.573727964837788,9.0,49.0,51.3,K0III,,6.37,-0.645538850491933,0.4118280171886754,-0.6431774846525629
-,-0.9772389370124918,45.0,43.0,58.0,CD-45 5470,6.31,272.95,85355,3898,,,,2.5741497527403534,9.0,49.0,57.1,B7III,,5.08,-0.47165681323013325,0.3006183879496392,-0.8289562324756087
-,-0.13351768777756623,4.0,14.0,36.0,BD-03 2794,36.39,241.68,85364,3899,,,6    Sex,2.579742078551952,9.0,51.0,14.0,A8III,,6.01,-0.8387386382111216,0.528011558586223,-0.13312133852655236
+,0.5223625007114695,24.0,23.0,43.0,BD+25 2169,49.69,206.42,85376,3900,,,22    Leo,2.582578238586443,9.0,51.0,53.0,A5IV,,5.32,-0.7347209649885469,0.4596248293837555,0.49892897272081943
-,-0.15227997723650524,6.0,10.0,54.0,BD-05 2923,35.19,243.56,85380,3901,,,,2.5802947661484166,9.0,51.0,21.6,F8V,,6.42,-0.8367683523162368,0.5261256751026542,-0.15169211765858692
-,-1.529635645268697,76.0,46.0,34.0,CP-76  598,-17.65,292.94,85396,3902,,,Nu  Cha,2.558405428446321,9.0,46.0,20.6,G8III,,5.45,-0.03434760308355671,0.02266025836306388,-0.9991530187380377
-,-0.466002910282486,14.0,50.0,48.0,BD-14 2963,29.44,251.23,85444,3903,,,39Ups1Hya,2.580811092718798,9.0,51.0,28.7,G7-III,,4.12,-0.7565423566403513,0.47513798005618485,-0.44931899861589664
-,-1.0474884394052635,46.0,56.0,4.0,CD-46 5558,5.46,273.82,85483,3904,,,,2.577414972882626,9.0,50.0,42.0,K0IIICNIb,,5.73,-0.42230140419922085,0.2672258403582726,-0.8661708112469395
+,0.45560365682268644,26.0,0.0,25.0,BD+26 2019,50.25,204.05,85503,3905,,,24Mu  Leo,2.5864179629408297,9.0,52.0,45.8,K2IIICN1Ca1,,3.88,-0.7631241648988307,0.47332607242657415,0.44000447510076046
+,0.1538071403320003,2.0,27.0,15.0,BD+03 2280,40.57,234.98,85504,3906,,,7    Sex,2.583974501988038,9.0,52.0,12.2,A0V s,,6.02,-0.8385011419277953,0.5229198376796693,0.15320143062925848
+,0.019780398189269067,0.0,4.0,32.0,BD+00 2573,39.2,237.51,85505,3907,,,,2.583959957577605,9.0,52.0,12.0,G9III,,6.35,-0.8483442245786967,0.5290754799629197,0.019779108321047595
-,-0.41924263073947127,16.0,32.0,5.0,BD-15 2920,28.36,252.72,85519,3908,,,,2.583058204130741,9.0,51.0,59.6,K0,,6.08,-0.7745909338937295,0.4840494652219796,-0.40706879068279805
-,-0.16711527587845706,8.0,6.0,18.0,BD-07 2909,34.17,245.57,85558,3909,,,8Gam Sex,2.585298043337467,9.0,52.0,30.4,A1V,,5.05,-0.8373868460184648,0.520686825802702,-0.16633850892308358
-,-0.85361144832956,46.0,11.0,38.0,CD-45 5499,6.1,273.43,85563,3910,,,,2.5801638664545172,9.0,51.0,19.8,K2III,,5.62,-0.5563722693435997,0.3499257294469517,-0.7536589956847006
+,1.0950486615221091,61.0,6.0,58.0,BD+61 1151,45.07,151.35,85583,3911,,,,2.5964245173189306,9.0,55.0,3.4,K0,,6.27,-0.3916111190055458,0.23750299829824925,0.888950537021361
-,-0.9462593427895925,46.0,32.0,52.0,CD-45 5508,5.87,273.7,85622,3912,,,,2.581691029550012,9.0,51.0,40.8,G5Ib,,4.58,-0.495439019719588,0.31054737021424267,-0.8112339419626818
-,-1.1412271646477923,59.0,25.0,33.0,CP-58 1673,-4.18,281.77,85655,3913,,,,2.5796039066528356,9.0,51.0,12.1,K2IVCNIV-Vp,,5.79,-0.3524234218655478,0.22192929397125646,-0.9091452690291018
-,-1.2772174021990172,62.0,44.0,43.0,CP-62 1335,-6.77,283.86,85656,3914,,,,2.5784112649973063,9.0,50.0,55.7,K1IIICNII,,5.57,-0.2446883072739463,0.15449382149043203,-0.9572143393225434
+,0.3381575425739013,5.0,57.0,30.0,BD+06 2224,42.8,231.32,85709,3915,,,,2.590570392119533,9.0,53.0,42.9,M2III,,5.95,-0.8037394446328479,0.49390803464584604,0.33174954175335203
-,-0.5582144724295197,27.0,19.0,56.0,CD-26 7505,20.7,261.1,85725,3916,,,,2.5873051719772606,9.0,52.0,58.0,G1V,,6.3,-0.72120570988726,0.4464407115202432,-0.5296725546253197
+,1.069886831472524,49.0,49.0,12.0,BD+50 1698,49.63,166.65,85795,3917,,,31    UMa,2.5993043105847216,9.0,55.0,43.0,A3III,,5.27,-0.41132579249762263,0.2478420866656249,0.8771461637055887
+,1.486875078594836,72.0,52.0,46.0,BD+73  478,38.8,137.93,85841,3918,,,,2.6109252945209174,9.0,58.0,22.8,gK3,,5.83,-0.07229458861567821,0.04242346414473764,0.9964806782606725
-,-0.6804602421212893,25.0,55.0,57.0,CD-25 7585,21.92,260.31,85859,3919,,,,2.592708420453226,9.0,54.0,12.3,K2+III-IIIb,,4.88,-0.663105918899643,0.4055364034572562,-0.6291508291270174
-,-1.0576695267085636,55.0,22.0,24.0,CP-54 2816,-0.87,279.41,85871,3920,,,,2.5874506160815933,9.0,53.0,0.0,B1IV,,6.48,-0.41744109914530864,0.25832039032525406,-0.8712138111201894
-,-0.5118178031473372,22.0,29.0,18.0,BD-21 2935,24.51,257.84,85905,3921,,,,2.594119228265255,9.0,54.0,31.7,A2,,6.24,-0.7444273326939511,0.4538284161654231,-0.4897629171537521
+,1.104357084199412,57.0,25.0,6.0,BD+58 1224,47.02,155.9,85945,3922,,,,2.605892928511,9.0,57.0,13.6,G5III,,5.93,-0.3867098131556576,0.22955062971054604,0.8931752508934673
-,-0.3340851076525812,19.0,0.0,34.0,BD-18 2810,27.09,255.24,85951,3923,,,,2.595610030334667,9.0,54.0,52.2,M1III,,4.94,-0.8073662691053537,0.49054869216132474,-0.32790499863484157
-,-0.9285878841131497,51.0,8.0,49.0,CD-50 4622,2.51,276.87,85953,3924,,,,2.591101263100348,9.0,53.0,50.2,B2III,,5.93,-0.510478760442685,0.3133224296598776,-0.8007749310567426
-,-0.8597201007115403,45.0,17.0,2.0,CD-44 5987,7.14,273.25,85980,3925,,,,2.5930938473297083,9.0,54.0,17.6,B3V,,5.71,-0.5569112335558511,0.3402959432271623,-0.7576599164284963
+,0.3838997133865861,8.0,55.0,59.0,BD+09 2262,44.9,228.26,86080,3926,,,,2.602431358827878,9.0,56.0,26.0,gK2,,5.85,-0.795676546611302,0.4760454248492343,0.3745391657127789
-,-0.9365145877992906,50.0,14.0,38.0,CD-49 4801,3.32,276.43,86087,3927,,,,2.5955445804877173,9.0,54.0,51.3,A0V,,5.72,-0.5064254101790155,0.30774503870803466,-0.8054975450462938
+,0.7301294037509612,41.0,3.0,20.0,BD+41 2033,51.89,180.07,86146,3928,,,19    LMi,2.607892784945577,9.0,57.0,41.1,F6V s,,5.14,-0.6414692665206448,0.37904281799715156,0.6669660577827362
+,0.8938994652297624,45.0,24.0,52.0,BD+46 1566,51.16,173.16,86166,3929,,,,2.6090417933698062,9.0,57.0,56.9,K0III,,6.3,-0.5396330786382001,0.31803206220833785,0.7795202036169236
-,-0.9140434736798637,40.0,49.0,29.0,CD-40 5626,10.82,270.68,86211,3930,,,,2.60093328455325,9.0,56.0,5.4,M1III,,6.41,-0.5234655729286471,0.31425013407658253,-0.7919789436540173
-,-0.5978479908602243,26.0,33.0,1.0,CD-25 7622,21.85,261.22,86266,3931,,,,2.6039221608972896,9.0,56.0,46.5,A4V,,6.28,-0.7099261167599652,0.4233058684820557,-0.5628650375096758
-,-0.6855507857729394,33.0,25.0,7.0,CD-32 6895,16.61,265.93,86267,3932,,,,2.6031222183234592,9.0,56.0,35.5,K1III,,5.84,-0.664534910982047,0.3969615003611369,-0.6330994545228402
-,-0.5955936072430649,27.0,28.0,30.0,CD-26 7551,21.17,261.9,86301,3933,,,,2.604467576288538,9.0,56.0,54.0,A4V,,6.32,-0.7112453125676877,0.4235667882464469,-0.5610002506640097
+,1.6890423836175128,83.0,55.0,6.0,BD+84  225,31.66,127.59,86321,3934,,,,2.655394829420689,10.0,8.0,34.3,K0,,6.37,0.10429976391449836,-0.05512389605862133,0.9930170770589488
-,-0.9781116016384889,51.0,20.0,10.0,CD-50 4662,2.61,277.3,86352,3935,,,,2.6021331984139957,9.0,56.0,21.9,B2IV-V,,6.37,-0.47926254409696334,0.28693213193998013,-0.8294440098560505
+,0.6699155445571567,27.0,45.0,32.0,BD+28 1824,51.82,201.68,86358,3936,,R,,2.6111652772930665,9.0,58.0,26.1,F3V,,6.3,-0.6761627033191919,0.3965635093908177,0.6209197868160761
+,0.3258675157577746,12.0,26.0,41.0,BD+13 2183,46.95,224.1,86360,3937,,,27Nu  Leo,2.610241707230553,9.0,58.0,13.4,B9IV,,5.26,-0.816752684414743,0.48003264907340193,0.320130767538647
+,0.22187498115977916,8.0,18.0,51.0,BD+09 2269,44.95,229.31,86369,3938,,,,2.609819919327988,9.0,58.0,7.6,gK3,,6.04,-0.8407811692600778,0.4946322368459843,0.22005902774118236
+,1.1899509395993006,56.0,48.0,43.0,BD+57 1242,47.6,156.48,86378,3939,,,,2.6173902849585127,9.0,59.0,51.7,K5III,,5.48,-0.3217940966508525,0.18604697553712157,0.9283507323496608
-,-1.0911216707051217,54.0,34.0,4.0,CP-53 3075,0.11,279.35,86440,3940,,,Phi Vel,2.604307587773772,9.0,56.0,51.8,B5Ib,,3.54,-0.39646718048953467,0.23619340273496833,-0.8871451128756535
-,-1.0748319310198413,52.0,38.0,20.0,CP-52 2980,1.66,278.2,86466,3941,,,,2.6056965789701505,9.0,57.0,10.9,B3IV,,6.12,-0.40916712128131666,0.24298993046452166,-0.8795101821782436
+,0.6750788102609734,29.0,38.0,43.0,BD+30 1946,52.34,198.7,86513,3942,,,,2.6162630931499335,9.0,59.0,36.2,gG9,,5.73,-0.6753928126536044,0.39149839564161837,0.6249588425055621
-,-0.9462593427895923,48.0,24.0,52.0,CD-47 5399,5.04,275.67,86523,3943,,,,2.6079945958186097,9.0,57.0,42.5,B3V,,6.05,-0.5034351994520985,0.2974096356211648,-0.8112339419626817
-,-1.3411400860533096,71.0,23.0,22.0,CP-70  953,-13.13,289.82,86606,3944,,,,2.6012459893775652,9.0,56.0,9.7,B9Ib,,6.35,-0.19521062349519663,0.11710703795568886,-0.97374470685897
+,0.153079919810336,3.0,23.0,5.0,BD+04 2276,42.64,235.37,86611,3945,,,12    Sex,2.6167648753098818,9.0,59.0,43.1,F0V,,6.7,-0.8552902549171939,0.4952045934964845,0.15248275451231477
-,-0.6502078684200543,23.0,57.0,1.0,CD-23 8898,24.14,259.77,86612,3946,v,,,2.614074159379724,9.0,59.0,6.1,B4Ve,,6.21,-0.6877545758589091,0.4006778666549111,-0.6053518733414487
-,-0.8441575815479241,35.0,53.0,28.0,CD-35 6050,15.0,267.94,86629,3947,,,Eta Ant,2.613070595059827,9.0,58.0,52.3,F1III-IV,,5.23,-0.573711249287573,0.33500916726051566,-0.7474117073556635
-,-1.2451469771936214,64.0,29.0,22.0,CP-63 1233,-7.68,285.51,86634,3948,,,,2.6060092837944664,9.0,57.0,15.2,K0-1III,,6.58,-0.2751254450518063,0.16327095064310487,-0.9474431836058257
-,-1.2309661770211675,69.0,6.0,7.0,CP-68 1011,-11.31,288.4,86659,3949,,,,2.6048820919858864,9.0,56.0,59.7,B3V,,6.2,-0.2864596085294318,0.17043401979247014,-0.942811294787321
+,0.1511891464540088,8.0,2.0,39.0,BD+08 2301,45.26,230.01,86663,3950,e,,29Pi  Leo,2.6189247202592245,10.0,0.0,12.8,M2-IIIab,,4.7,-0.856606111540722,0.4934991862688121,0.15061382015971997
+,0.7828528915716232,31.0,55.0,25.0,BD+32 1964,52.86,195.01,86728,3951,,,20    LMi,2.6224081065579963,10.0,1.0,0.7,G3VaHdel 1,,5.36,-0.6154877510539088,0.3517386659660364,0.7053047136997134
+,0.6150103951715019,21.0,56.0,57.0,BD+22 2164,51.48,211.17,87015,3952,,,,2.630276632602404,10.0,2.0,48.9,B2.5IV,,5.66,-0.7123039547756916,0.39966503750554544,0.5769670127542824
-,-1.2252211349000193,56.0,56.0,48.0,CP-56 2746,-1.46,281.21,87030,3953,,,,2.6204955165860193,10.0,0.0,34.4,K0III,,6.52,-0.29377842570492374,0.16863456111498043,-0.9408807689542255
+,1.1584622910112363,53.0,53.0,30.0,BD+54 1348,49.46,160.03,87141,3954,,,,2.6380869810050784,10.0,4.0,36.3,F5V,,5.74,-0.3510144857631729,0.19336095267127842,0.916187957117136
-,-1.0204358359993513,53.0,21.0,52.0,CP-52 3087,1.49,279.18,87152,3955,,,,2.6253024442342205,10.0,1.0,40.5,B2.5V,,6.2,-0.4548255987965794,0.25818006300910923,-0.8523360427342876
-,-0.6747879220523078,30.0,34.0,39.0,CD-29 8034,19.64,265.09,87199,3956,,,,2.630305721423271,10.0,2.0,49.3,K1III,,6.54,-0.68098222315336,0.38206475216433017,-0.624731731947975
